State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,State Specific Comments,Source,Rate Used in Calculating State Mean and Median
Alabama,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2018,CHIP only,Administrative,77.0,47,63.2,57.3,69.5,,CHIP rate includes separate CHIP population. Rate excludes children enrolled in Medicaid-expansion CHIP; these children are included in the state's Medicaid rate.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Alabama,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2018,Medicaid only,Administrative,63.8,48,69.3,62.1,76.6,,Medicaid rate includes FFS and PCCM populations.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alabama,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2018,CHIP only,Administrative,62.2,48,69.3,62.1,76.6,,CHIP rate includes separate CHIP population. Rate excludes children enrolled in Medicaid-expansion CHIP; these children are included in the state's Medicaid rate.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,No
Alaska,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 6-20,2018,Medicaid & CHIP,Administrative,10.0,45,44.7,35.1,55.4,,Rates include FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 6-20,2018,Medicaid & CHIP,Administrative,31.2,44,67.1,56.6,76.2,,Rates include FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6-12,2018,Medicaid & CHIP,Administrative,53.5,40,48.7,43,56.3,,Rates include FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6-12,2018,Medicaid & CHIP,Administrative,65.7,40,61.1,53.1,66.2,,Rates include FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0-19,AMB-CH,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0-19",2018,Medicaid & CHIP,Administrative,35.7,44,44.5,50,37.5,,Rate includes FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5-11,2018,Medicaid & CHIP,Administrative,59.3,32,73,66.6,76.9,,Rates include FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12-18,2018,Medicaid & CHIP,Administrative,54.2,32,63.8,59.7,67.7,,Rates include FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5-18,AMR-CH,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5-18,2018,Medicaid & CHIP,Administrative,57.0,31,69.6,64,72.6,,Rates include FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Dental and Oral Health Services,Child Core Set,Dental Sealants for 6-9 Year-Old Children at Elevated Caries Risk,SEAL-CH,Percentage at Elevated Risk of Dental Caries (Moderate or High Risk) who Received a Sealant on a Permanent First Molar Tooth: Ages 6-9,2018,Medicaid & CHIP,Administrative,47.4,32,24.1,20.9,26.3,,Rate includes FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1-20,PDENT-CH,Percentage with at Least 1 Preventive Dental Service: Ages 1-20,2018,Medicaid only,Administrative,45.7,51,48,44.4,52.5,,None,"Mathematica analysis of FFY 2018 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b.",Yes
Alaska,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15-20,CCW-CH,Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20,2018,Medicaid & CHIP,Administrative,20.1,26,28.1,22.5,33.3,,Rates include FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15-20,CCW-CH,Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20,2018,Medicaid & CHIP,Administrative,7.5,25,5.4,4.2,7.2,,Rates include FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15-20,2018,Medicaid & CHIP,Administrative,17.8,31,3.4,1.6,6.2,,Rates include FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15-20,2018,Medicaid & CHIP,Administrative,46.1,31,40.8,30.8,46.1,,Rates include FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15-20,2018,Medicaid & CHIP,Administrative,14.8,31,1.4,0.5,2.7,,Rates include FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15-20,CCP-CH,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 15-20,2018,Medicaid & CHIP,Administrative,29.6,31,16.3,10.7,21.4,,Rates include FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,"Percentage of Live Births that Weighed Less than 2,500 Grams",2018,Medicaid only,Administrative,7.3,25,9.1,10.5,8.3,,Rate includes FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12-21,AWC-CH,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or an Obstetrical/Gynecological Practitioner: Ages 12-21,2018,Medicaid & CHIP,Administrative,27.2,47,48.9,40,57,,Rate includes FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2018,Medicaid & CHIP,Administrative,87.9,45,95.7,94.6,96.7,,Rates include FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 25 Months-6 Years,2018,Medicaid & CHIP,Administrative,75.8,45,87.7,86,90.1,,Rates include FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 7-11 Years,2018,Medicaid & CHIP,Administrative,80.9,45,91.1,89.2,93.8,,Rates include FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 12-19 Years,2018,Medicaid & CHIP,Administrative,82.0,45,90.6,87.7,92.7,,Rates include FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16-20,CHL-CH,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16-20,2018,Medicaid & CHIP,Administrative,46.9,44,50.1,44.6,58.5,,Rate includes FFS population. State did not apply optional exclusions.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Developmental Screening in the First Three Years of Life: Ages 0-3,DEV-CH,"Percentage Screened for Risk of Developmental, Behavioral, and Social Delays Using a Standardized Screening Tool: Ages 0-3",2018,Medicaid & CHIP,Administrative,4.0,25,42.2,26.2,55.2,,"Rate includes FFS population. In 2014, state established a modifier policy to identify the nine standardized developmental screening tools included in the measure specifications. Claims filed without this modifier were excluded from measure calculations. State attributes its lower rate to the inconsistent adoption of the modifier among the state’s providers. State calculated a rate of 14.7 percent without the modifier limitation. State believes the rate is underestimated because some providers do not bill for CPT code 96110.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents - Body Mass Index Assessment for Children/Adolescents: Ages 3-17,WCC-CH,Percentage who had an Outpatient Visit with a Primary Care Practitioner or Obstetrical/Gynecological Practitioner who had Body Mass Index Percentile Documented in the Medical Record: Ages 3-17,2018,Medicaid & CHIP,Administrative,18.9,37,69.7,39.7,77.2,,Rate includes FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2018,Medicaid & CHIP,Administrative,69.1,47,63.2,57.3,69.5,,Rate includes FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2018,Medicaid & CHIP,Administrative,45.2,48,69.3,62.1,76.6,,Rate includes FFS population.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Arizona,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 6-20,2018,Medicaid only,Administrative,61.2,45,44.7,35.1,55.4,,"Rates include managed care population (3 MCOs), representing 92 percent of the population. Rates exclude FFS population, representing 8 percent of the population. Rates include services provided by Regional Health Centers, Behavioral Health Outpatient Clinics, Integrated Clinics, and Federally Qualified Health Centers. State conducted an internal validation of the data.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Arizona,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 6-20,2018,Medicaid only,Administrative,77.7,44,67.1,56.6,76.2,,"Rates include managed care population (3 MCOs), representing 92 percent of the population. Rates exclude FFS population, representing 8 percent of the population. Rates include services provided by Regional Health Centers, Behavioral Health Outpatient Clinics, Integrated Clinics, and Federally Qualified Health Centers. State conducted an internal validation of the data.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Arizona,Behavioral Health Care,Child Core Set,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1-17,APP-CH,Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1-17,2018,Medicaid only,Administrative,68.5,28,63.5,57,69,,"Rate includes managed care population (3 MCOs), representing 92 percent of the population. Rate excludes FFS population, representing 8 percent of the population. State conducted an internal validation of the data.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
